"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Human/Characters/Adam/Materials/Ch08_hair.Ch08_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Adam/Materials/Ch08_body1.Ch08_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Adam/Materials/Ch08_body.Ch08_body","0","0","24","1","0.000000","0","0"
"/Game/Flashbang/FlashbangTransparent_MAT.FlashbangTransparent_MAT","0","0","28","1","0.000000","0","0"
"/Game/Flashbang/FlashbangInside_MAT.FlashbangInside_MAT","0","0","12","1","0.000000","0","0"
"/Game/Flashbang/FlashbangGreen_MAT.FlashbangGreen_MAT","0","0","18","1","0.000000","0","0"
"/Game/Oddball/Oddball_MAT.Oddball_MAT","0","0","12","1","0.000000","0","0"
"/Game/Oddball/OddballLight_MAT.OddballLight_MAT","0","0","12","1","0.000000","0","0"
"/Game/TestMonster/WireYellow.WireYellow","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/WireRed.WireRed","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/WireBlack.WireBlack","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/SuitTeeth.SuitTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Springtrap3.Springtrap3","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Springtrap2.Springtrap2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Springtrap1.Springtrap1","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/__phy.__phy","0","0","56","1","0.000000","0","0"
"/Game/TestMonster/Shadeless.Shadeless","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Pupil.Pupil","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/FleshWire.FleshWire","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Flesh.Flesh","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Eyecase.Eyecase","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Eye.Eye","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Endo2.Endo2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Endo1.Endo1","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/CorpseTeeth.CorpseTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/ButtonLowPoly.ButtonLowPoly","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Button.Button","0","0","24","1","0.000000","0","0"
