"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/TestMonster/Materials/FleshWire.FleshWire","0","0","24","1","0.000000","0","0"
"/TestMonster/Flesh.Flesh","0","0","24","1","0.000000","0","0"
"/TestMonster/Eyecase.Eyecase","0","0","24","1","0.000000","0","0"
"/TestMonster/Eye.Eye","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Endo2.Endo2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Endo1.Endo1","0","0","24","1","0.000000","0","0"
"/TestMonster/CorpseTeeth.CorpseTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/ButtonLowPoly.ButtonLowPoly","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Button.Button","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireYellow.WireYellow","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireRed.WireRed","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireBlack.WireBlack","0","0","24","1","0.000000","0","0"
"/TestMonster/SuitTeeth.SuitTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap3.Springtrap3","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap2.Springtrap2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap1.Springtrap1","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/__phy.__phy","0","0","56","1","0.000000","0","0"
"/Game/TestMonster/Materials/Shadeless.Shadeless","0","0","24","1","0.000000","0","0"
"/TestMonster/Pupil.Pupil","0","0","24","1","0.000000","0","0"
